Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Aruba,ABW,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236453874507531,0.090687955497329,0.039463301654616,0.040070829619139,0.023454823294551,0.018183633319231,0.027150737549449,0.055919757513554,0.067058428774764,0.14938922961397,0.108067197970998,0.134207231842939,,
Angola,AGO,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.515795687907934,0.872258768604799,3.66566311744975,3.50001374609567,2.01445484881144,5.5877806237861,2.69257389643154,1.33100422338682,2.25039956468771,9.10997545640991,7.36797328177184,5.86364349679307,2.90838806661811,3.58610681857029,2.66253022615597,3.67351804684054,8.55526040521905,12.3007965356528,16.2321625110476,,
Albania,ALB,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.19776411792363,12.1608992022617,22.1552856684362,31.0532391373495,,,,16.3343532018323,19.214911694913,16.9042738568665,,,,,,,13.6682301775033,13.4608020865638,13.2236898499138,11.6815414363756,10.9876215090978,10.2614056936117,8.5837737506021,9.58822665629312,
Andorra,AND,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,ARE,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.65453523501721,11.0514735626967,9.80266060465569,7.60836419725674,8.32103773142235,10.2016545114294,11.2133840525283,13.0351030804744,14.7114600687675,17.2745311993124,20.1040140301883,22.2743490173661,34.2849338854665,30.0083948621788,26.3142537893684,,,,,,,,,,7.75788916526639,7.37421073749561,11.3900941602608,9.41981401802244,,
Armenia,ARM,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.04007337922149,2.44056684019969,1.98130833211915,1.85513374476396,1.46541025281867,2.17186874224572,3.82479630587602,4.16747686520194,4.45957393480411,4.53285590696072,5.32208689664101,5.85718553316555,7.54302134369226,9.69722344521238,10.4650763845107,
American Samoa,ASM,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,7.61963952765693,7.30593607305936,6.47370343316289,5.84471271192031,4.90613901572806,6.23129730681218,6.44885591080378,7.0347473886165,7.08063080249269,7.15937264952503,7.04294119083075,6.97328764295446,7.62621977089521,9.09076300057852,10.3731091450621,10.8229697587496,9.74560085563676,9.14087075729201,8.34078990587729,6.43565385494835,5.5571131628559,4.8801377581839,5.66260120938813,6.48421052631579,7.13911892374473,7.25416361674351,6.80762007830156,7.75163269994421,6.56836208574856,3.45060345060345,2.85592476489028,2.44969336446516,1.95927775643488,1.81233112465168,1.68068239803606,1.55315081150721,1.46349454195653,1.43293596118133,2.0108004444202,2.71088176195112,3.31348659707554,3.28011421332556,3.26089544846242,3.53107084686807,3.61332403458419,3.56481412254262,3.67762419846917,
Austria,AUT,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,2.34581914491109,2.11192580058908,2.06494497112345,2.32215259859933,3.31172028890347,3.81511097825275,4.37334032718094,4.69091571532668,4.96946844134282,5.27823240589196,5.9834081455195,5.90658442492536,6.9549104385423,7.52511308230041,7.78529363502106,8.54678696118081,8.69025247160715,9.23702433136395,9.59117629594443,10.0073835047036,10.0142370468297,9.73398739265699,9.29221255866717,7.97716668632785,7.95887553689266,7.59278788120707,7.46285693467462,7.21336754018971,7.50797010193534,7.28217889972513,7.27256801990315,6.81446251693828,6.19958328749224,6.92704652509672,6.72000450816804,6.72938760368424,6.14072749994769,6.2997222623901,6.05789131326025,5.94325738312196,5.77753618491946,5.44624943497935,5.00399593474383,4.95227663951469,4.54890820437772,4.08688752660935,,
Azerbaijan,AZE,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156080993549173,0.276787786733001,2.27628077833579,2.77951497463693,1.90148586104398,2.28073216641686,,,,,,,,,0.44019654035135,0.957840416727521,0.445647881762284,1.7622793254294,0.742686350874015,1.26900426286869,0.645571852453863,1.56823762434997,3.73694715575786,2.51810831079477,,
Burundi,BDI,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,3.25421454331963,,,,,,,,,,6.79018671476297,6.21548508955869,6.14216272460437,6.80791056440926,6.30452089367685,7.39897933573162,,,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9532069172383,17.0667946479684,15.9350216987105,15.4283282868032,14.5290644572333,14.4159483685384,13.8259336207025,12.8782924863133,11.4065188716513,10.6445923180871,9.143552351048,9.31761625688956,8.92577393256542,8.43301625518648,7.66469397949421,7.27547517543771,7.0798337050296,6.94732980599647,6.56550162848579,6.45475913808415,6.27588167383144,5.87443339383603,5.24849258193499,,
Benin,BEN,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burkina Faso,BFA,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6716616919644,6.56075243119672,6.53586138462937,5.49442819014366,4.49811252796251,2.90481154719042,2.79813047522375,3.38045023733493,4.02939832610324,4.50320719581571,5.04492938192227,4.24376877402402,4.96386082803556,4.73915449194844,5.83713238580495,4.58980747156738,6.34250320832573,
Bangladesh,BGD,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1205424054193,19.8553644624484,20.5754548912446,19.5078365026761,19.4320761524452,20.8285469686043,21.7344305333332,22.9042099279642,21.7712932807459,20.0480548153633,17.2903702844261,19.9533853622565,21.199737925969,21.9275620106636,22.6898909036248,20.2540176574744,,,
Bulgaria,BGR,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82256802931127,16.3974620524434,17.478026544438,22.3420387531592,33.2558635487255,,,,,,,,,,,4.90800011319198,4.32302785974077,3.37191777994722,2.57743601038698,2.07987493527624,2.11782669268996,2.27723852950337,2.47831517883514,2.13133473281025,2.18502863997635,2.58073555484456,2.65448616937661,2.37549702321737,,
Bahrain,BHR,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,0.201207243460765,0.379266750948167,0.462534690101758,0.795228628230616,0.972762645914397,0.789343857918106,0.645942672587808,0.906555090655509,0.580270793036751,0.528211284513806,0.492726419521351,0.974797907750832,1.43198090692124,2.67958950969213,3.125,3.42346812205408,4.12705773243682,1.90995907230559,2.61944677284158,3.04656064380149,3.15480557593544,3.83751403968551,3.77537469170935,3.83312533428419,4.16882892233178,4.88667416814017,6.69118687225916,7.03284721275726,4.1240666283745,5.44172725269883,4.60104250200481,,,,,,,,,,,,,,,
"Bahamas, The",BHS,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.751283513976,13.4180011043622,12.6645321949484,14.30426716141,14.1629364368845,13.6333109469443,13.2645317954166,13.2054951586455,13.5381323217734,12.0448532191004,11.1272025102583,11.6147635524798,10.6535168527149,10.7107107107107,11.1565000190934,10.8530871866849,9.83031752429878,10.0914504466185,10.6413161792259,10.8472919223641,12.7771278507494,13.7992828021132,11.9811393030118,12.6559674921661,13.2423999899959,13.6126091179276,13.7457106510813,11.4818503119488,14.0839944878982,
Bosnia and Herzegovina,BIH,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62447077393825,1.53218558780165,1.28684183603892,1.18610288070247,1.13975937415031,1.08874670171812,1.43786439793861,1.76888865910651,1.79368218787289,1.96148909245816,2.27059901151193,2.19018703103435,1.93998662824324,1.9151057609065,
Belarus,BLR,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06185567010309,2.14963707426019,0.735818598190487,0.829098996082343,2.30669143583457,2.3777278710135,2.79663225396421,2.36012845871525,3.25423845981024,2.64117088731033,2.20571706733266,1.78319999339354,1.59872470517418,1.14818688376041,1.0394307886554,1.02116569395334,1.57315040468583,2.22083630680411,1.76155608324416,3.27681838353687,3.97243248603444,2.8703331380837,3.28334134945271,5.3355343813654,6.19015532964718,6.05136298171952,,
Belize,BLZ,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.02592295929513,7.1804735690124,6.75538226818105,8.08978594379328,9.1988626860679,11.1189418931949,11.8043254462779,9.65720254486753,9.28546081888123,10.370779842816,13.9815247619976,15.8642924751538,18.1458401351371,19.1815259661394,32.6895838987052,28.0177794624975,27.4214490997899,18.1596358534725,16.1466361437648,14.3179790110595,14.9858514635617,14.036699890139,8.12485940849822,10.9039765260105,10.8842828708149,9.39917492267729,9.09629890120461,10.335984849394,,
Bermuda,BMU,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,5.58726673984632,9.43795419004691,7.86053882725832,7.53738543174144,6.64780763790665,7.37156425384948,8.23051654121725,9.03473044280813,11.6373967927083,12.7492203651144,10.602631206677,8.64962435359547,8.41971583323383,6.35608669232327,8.3433272120826,8.45743791703664,8.17612819398618,8.96932464047546,9.36340460569721,10.0328721053237,12.7985050949459,9.53554185581189,,,,,,,,,,,,
Brazil,BRA,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,8.69565217391304,10.8695652173913,16.3265306124115,22.4669603523239,34.3046357615326,45.3657092093607,46.5846994536009,41.000183857323,53.9014897328956,66.206552364735,79.073644268156,34.944682163483,49.0240027152364,52.9341528896426,45.1803449305101,,,14.3418656760252,19.9010324566689,20.2432009042024,16.8184044644753,16.6624708946807,14.7230742163955,26.6482632430998,19.2822970123295,23.6370975193121,29.0396219860049,26.3165472360941,27.6117416792872,24.4737846381682,23.1491125319968,24.6163990104907,22.7850736369768,22.7705100213689,23.4952205201029,32.2983195732608,27.1353485756407,25.0572226856043,,
Barbados,BRB,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8360852596818,15.2898142937535,13.7458298644222,14.3167918058026,14.2223164095204,13.3524382246479,14.1758609639925,15.6955782367814,17.5378037075773,17.254830284572,17.9971940566376,20.5271695493129,19.9486353348306,,,,
Brunei Darussalam,BRN,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhutan,BTN,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.261894369271061,0.325626831650928,,,,0.083562134415662,2.0076377523186,3.82726346029098,2.98934932426385,5.03001098993998,4.90566037735849,13.1720592682189,10.0550199384181,7.85430362329919,7.73862024005829,3.85046728971963,2.58224591067818,2.11805097055328,1.71463833913695,2.39800890309023,3.14310998288744,4.07198855146066,5.68315154916611,4.86825341820016,4.87556633994541,13.9180767680169,12.1612425589341,11.0784631740252,9.6613385654699,9.47024645382005,12.4495224024116,9.62675580142789,8.10597825804131,7.59680019087425,6.78742994322743,,
Botswana,BWA,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78049402661451,2.73534315713578,2.54872563718141,2.39282456673761,2.54142981743812,2.28081970070466,1.95830565851777,,,,,,,,,,1.38835344064306,1.22949805558772,1.07702886955114,1.30390802198542,1.81948222916982,1.90576661969694,2.00630931403079,1.94508481788685,1.73458458095952,1.93077694651158,1.99356983285517,2.10897972415231,1.83392334871963,
Central African Republic,CAF,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.56128502931253,,,,10.8556921284309,7.02298713851315,5.49191563859146,4.51428141261167,5.64755713945218,,1.12150756063441,2.01152273091698,6.7960021746945,,,
Canada,CAN,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1428844157549,23.206601727954,21.6938139159635,21.0307400622044,21.4928277490084,23.9048098043643,23.7686786619546,23.6732992681765,23.3204039041255,22.1107344632768,21.9717034739813,19.6923709106531,17.3059793025935,15.6975459743198,14.6592953929539,12.8135100895489,12.7648803917875,11.9320665881957,10.8256764060662,9.35084486029258,8.89420052836835,9.11660219467909,8.53971338504941,8.39700058769773,7.70589601594113,7.01250128841312,6.35046337690354,5.88430635650878,6.27149798897119,
Central Europe and the Baltics,CEB,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,2.03546053894899,1.85328185328185,1.96308497675888,2.2184900207007,2.01196863392489,2.64338987525576,2.54970307255358,2.44681177662481,2.57534566926832,2.9288347037142,2.62794268167861,2.42844332420445,2.2111414453645,,,,,,3.58110396073907,3.55925430272552,4.03849673098156,3.73157964277457,4.59781203095593,4.56247824538214,4.01178767765803,4.11020781523288,4.35447245119438,4.38924790554553,4.24901792450777,4.23994989818511,3.76816040431907,3.50495920192972,3.50899030775889,3.92734471791239,4.39277756027248,3.93321990814245,3.6139563200549,3.02858478065073,2.79640095595969,2.55094120271285,2.29180853200178,1.97980633401907,1.83250989280021,1.71633458840503,1.47879376959261,1.24806199168775,1.01690662180826,
Channel Islands,CHI,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,3.03030303030303,11.8611378977821,9.26674364896074,10.4960899315738,5.94226260257913,4.21407071067803,3.11508298376801,1.5063054647361,1.665825340737,4.16764977156217,4.58685241619504,6.93771744320895,6.27896358863144,9.07713819622466,11.2619177502219,9.16445482535301,10.5653955767011,11.563002633579,7.79650475326075,6.91652933794959,5.50910216524172,4.36445811835496,3.25481681112687,2.46853399450813,3.58731496634633,1.67705418645297,5.82976045544636,5.72907688507041,5.57393390986214,5.73921306769855,5.10152487377595,4.62831932073587,4.07438203945877,3.52246741780817,2.53678492555246,2.46854701715343,2.19010304315571,2.74596029212862,2.99332736086529,2.87620204726598,2.59612380395355,3.02556733967992,3.41178441580559,3.50557517733231,4.04108623203162,
China,CHN,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cote d'Ivoire,CIV,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4315629492387,23.3497544740576,17.1424078005819,14.8511691006304,13.2728771640561,10.2398882074373,11.3246116107931,10.8603498716341,10.0858703202472,10.580331135563,13.1941602676745,11.1000390777648,10.2408845785235,6.2313059256766,8.16782655043181,9.36857438056189,8.32576662136964,,
Cameroon,CMR,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.80231938696062,8.13748698039958,8.25926547040081,12.7595785018297,23.9273116935304,25.6165010188381,,,24.9332938037355,22.4412638401296,,,,,,,,,,,,,2.61007095414173,2.68946544820712,2.99502272235447,2.95510273103915,6.07229724062736,7.88543460527508,,
"Congo, Dem. Rep.",COD,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,2.93333333333334,4.59518599562364,5.03048780487804,5.71895424836603,8.34160873882819,9.95348837209304,9.37257939581717,10.1285547331515,9.1284292303957,14.3702992478796,14.1188714153561,,,,,,7.16831252210343,11.5884037602594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congo, Rep.",COG,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.4984112573763,31.5192341783372,29.6637943820601,4.79068950109572,11.4845956759272,26.7827034214289,14.3555272256669,23.0457632895139,7.65093015231274,7.98407328460646,1.42516493818158,1.23481106198554,1.91940615058325,1.35685210312076,2.57934693130888,3.11948751276576,,,
Colombia,COL,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7251494721265,15.4911065111417,18.8718800558186,,,17.2727622865113,,,,,12.7417173195212,13.0946668875423,11.0038272014186,10.773670994151,9.65289638555788,7.35948485240786,7.53753811598626,8.77800379088512,9.28278181124048,10.7990688210546,,
Comoros,COM,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.39504657733881,6.6587587540354,6.22494605870952,5.97396357521668,5.29008485374179,6.08755928615938,5.87463468289217,7.56522160908259,8.62609262703433,8.37834689512062,9.06993849214023,9.00787905775323,9.09204292587271,,
Costa Rica,CRI,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,8.86075949367089,8.5427135678392,7.2992700729927,6.80473372781065,7.52941176470588,7.25806451612903,8.42391304347826,10.0671140939597,8.80929332042594,9.87045033929673,9.07079646017699,10.7843137254902,9.5053095053095,9.74753385721451,8.89591640313488,10.592437492302,10.3325301204819,12.784919946368,17.0703149072533,16.15974222526,12.7023236420151,13.952015203104,20.3758676874316,20.8970270171194,18.1075268817204,15.6611715187653,18.2307564237749,17.2628564142301,17.8882049909681,17.7586572363502,18.3522901936674,18.1823133698287,18.1940295286823,17.4677711251604,14.3392537103495,9.75378677931978,8.36331328621497,8.07912868092303,8.32136542744384,7.75896832307024,9.40982198394597,9.34970815131691,9.3831290157916,10.1508188036572,10.1179539144556,11.914614721021,
Caribbean small states,CSS,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,4.80189491817399,4.33311855670103,3.32108343541581,3.82485511912427,4.7789863457533,6.66194188518779,6.32795609512722,7.89640815750476,7.88301583042662,9.30387328630375,10.7808453991758,12.083069301227,14.7124824684432,14.4409167576148,15.5114450981362,14.871742253232,15.0998336106489,15.7767420858263,15.1319803687491,15.9220865459106,15.5673339053556,16.920693670465,17.032704702793,6.67016056029349,7.68317354208813,7.5609756097561,8.89634188507019,8.85462699270025,9.74610244988864,9.49244583042099,8.48103772650758,8.29724471223247,8.04736831487422,8.0777506290799,7.77642562089711,7.57733361071548,6.88706028159271,5.52536977580198,4.6379461092123,4.99753846930661,7.41103616334426,8.06312205343112,6.50546444866248,7.94391198321329,7.3929506015818,7.03516879896297,,
Czech Republic,CZE,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80385413225155,3.57970500182201,1.99805197211356,2.68606967549292,2.70819644030512,2.64644053302929,2.28350780373368,2.00613662028771,2.37838548651545,3.12582770945575,2.66786076649488,2.94880064596665,3.03111502992369,2.9749684605547,3.06193530780936,2.94838172891636,3.36121658736104,3.64187609323283,3.72469281683508,3.75377173957414,3.71712228534546,3.60380714544972,3.10245554614733,2.70938546497829,2.27177625512722,,
Germany,DEU,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,1.58195020746888,1.61511086777991,1.8338220918866,1.91188413643747,2.26983782442866,2.60829198943917,2.71042534084416,2.9558913620584,3.22014185044129,3.84842852314971,4.52664148517238,5.29433615515455,5.22937476877543,5.34698725793681,5.34687852739431,5.25291181364393,5.22255098469665,5.05325736933368,4.93327483973225,5.16841259666177,6.44035288885052,6.36510228121588,6.77589073023599,6.1185010374658,7.16119874575972,7.15483653328089,7.16891596850404,6.74520486523257,6.77096982853299,6.44176601009927,6.18734246679306,5.76013540119908,5.69426849790052,5.52121299854237,5.57646872957854,5.79058064405511,5.77548083867599,5.19666825183337,4.64640928708888,5.30821631103824,4.8408747979393,4.07955593225808,3.23949723783177,2.81583069965933,2.35990399379836,1.9893166530472,,
Djibouti,DJI,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,1.42714124438196,1.61303266190514,1.49486587598504,1.62982468297415,2.11828209921632,3.42603478776824,3.79340726694631,6.58508924755925,6.97289052208278,9.29027564947261,10.9192019646445,13.254830643328,17.3243619799271,19.2369363323273,18.50596058228,17.7762418280687,16.3232539470163,15.4236481843649,15.5759815534287,15.1879971521163,13.3290468790095,14.125390307541,13.5446885441321,13.1324897477222,13.1453146301213,12.2591322326884,11.1183222786136,10.3989568761987,9.73954151441165,8.84481852494784,8.09751075087768,7.14063156946363,6.4820677103344,5.50003071330753,4.92312976525687,4.02586323736935,3.34804103660617,4.10586619558416,4.13310810722539,4.25746634253647,3.80273407899124,3.77737902176307,3.36602879668357,3.65134023322341,3.30474118752163,2.71388660560514,,
Dominican Republic,DOM,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,1.10717449069973,1.75789053136236,1.97089144936325,1.81008902077151,2.31368728689722,,2.41480038948393,7.060554057367,6.94459329117994,7.77754547355216,7.63728403213382,9.27303949627934,6.83487427633284,3.14749806628191,1.13806528900869,1.20558041589892,0.776217469724298,9.53611829122544,6.75932382715752,10.6862673750091,6.3679940278569,11.7230335913988,8.824387496862,9.14740785118216,5.54380982433996,3.87820222527224,4.00332430435853,4.72176498699092,5.68859989124021,5.90502185567886,7.77702568612083,11.6938995792625,12.4278857248604,8.5274911183776,9.48012350134452,8.49644239535655,9.87356087363538,12.2139891518051,12.7117578358164,14.4808368831438,15.1377919997457,14.6332879262134,15.3053599107229,16.4409379753268,16.9820182337697,17.9124563946392,16.4867578909242,
Algeria,DZA,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Interest payments (% of expense),GC.XPN.INTP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
